SKU,Nombre,Marca,Precio,Rating,Tags,Descripcion,link,fecha
MPM00023838960,THE WALKING DEAD THE TELLTALE DEFINITIVE SERIES PS4,SKYBOUND,$31.900,Sin,"Sony, Playstation 4, Videojuegos","The Walking Dead: The Telltale Definitive Series contiene las 4 temporadas, 400 Days y The Walking Dead: Michonne, que incluye más de 50 horas de gameplay en 23 episodios únicos. Con mejoras en los gráficos, contenido adicional de detrás de escena y reversiones de los menús clásicos, en esta entrega podrás experimentar a pleno el viaje de Clementine y descubrir el final de su historia.",https://simple.ripley.cl/the-walking-dead-the-telltale-definitive-series-ps4-mpm00023838960,19/07/2021
MPM00025647954,DIRT 5 - PS4 FÍSICO - SNIPER,SONY,$59.990,Sin,"Sony, Playstation 4, Videojuegos","DIRT 5 es el título más ambicioso hasta la fecha de la legendaria franquicia todoterreno de Codemasters. Con las nuevas funciones y alucinante acción de DIRT 5, vivirás a tope carreras épicas y disfrutarás de un estilo desenfrenado en su más pura expresión.o Domina más de 70 rutas en 10 lugares del mundo. Imponte en condiciones meteorológicas cambiantes y supera los peligros del terreno en todos los rincones del planeta, desde carreras sobre hielo en Nueva York hasta minas de mármol italianas, pasando por las favelas de Brasil.o Vive momentos espectaculares con una impresionante selección de coches: desde iconos clásicos de los rallies y camionetas de competición hasta sprint cars de 900 CV de potencia.o Alcanza el estrellato en un modo Carrera con una historia narrada por los famosos locutores Troy Baker y Nolan North. Demuestra tu valía, convence a los patrocinadores y derrota a un feroz rival en el evocador mundo de las carreras todoterreno.o Ocho tipos de eventos que disfrutar, incluidas salvajes estampidas por las superficies más extremas, circuitos llenos de curvas y saltos en Land Rush, rutas de aceleración de un punto a otro y el regreso de los escenarios de Gymkhana.o Diviértete en línea con eventos diseñados para competir en carreras repletas de acción o experimenta algo diferente con los modos basados en objetivos que pondrán a prueba tus habilidades de conducción.o Modo fotográfico para capturar tus mejores momentos, editor de diseños distintivos que ofrece opciones casi ilimitadas y más novedades que te animarán a jugar y a crear.Si ya tienes la versión para PS4 de este juego, puedes conseguir la versión digital para PS5 sin coste adicional y sin necesidad de comprar este producto. Quienes tengan el disco de juego de PS4 deberán introducirlo en la consola PS5 cada vez que quieran descargar o jugar a la versión digital para PS5 . Quienes tengan el disco de juego de PS4 y compren la consola PS5 edición digital, sin lector de discos, no podrán conseguir la versión para PS5 sin coste adicional.",https://simple.ripley.cl/dirt-5-ps4-fisico-sniper-mpm00025647954,19/07/2021
MPM00026488082,RESIDENT EVIL REVELATIONS 2 - PS4,PLAYSTATION,$29.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO RESIDENT EVIL REVELATIONS 2 PLAYSTATION 4 VERSION FISICA HOBBIE GAMES,https://simple.ripley.cl/resident-evil-revelations-2-ps4-mpm00026488082,19/07/2021
MPM00026488092,LEGO JURASSIC WORLD - PS4,PLAYSTATION,$24.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO LEGO JURASSIC WORLD PLAYSTATION 4 VERSION FISICA HOBBIE GAMES,https://simple.ripley.cl/lego-jurassic-world-ps4-mpm00026488092,19/07/2021
MPM00026582554,OVERCOOKED GOURMET EDITION - PS4,PLAYSTATION,$26.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO OVERCOOKED GOURMET EDITION VERSION FISICA PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/overcooked-gourmet-edition-ps4-mpm00026582554,19/07/2021
MPM00026582596,WORLD WAR Z - PS4,PLAYSTATION,$32.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO WORLD WAR Z VERSION FISICA PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/world-war-z-ps4-mpm00026582596,19/07/2021
MPM00026582680,SWORD ART ONLINE FATAL BULLET - PS4,BANDAI NAMCO ENTERTAINMENT,$24.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO SWORD ART ONLINE FATAL BULLET VERSION FISICA PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/sword-art-online-fatal-bullet-ps4-mpm00026582680,19/07/2021
MPM00026582760,DEMON'S SOULS - PS3,PLAYSTATION,$27.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO DEMON S SOULS VERSION FISICA PLAYSTATION 3 HOBBIE GAMES,https://simple.ripley.cl/demons-souls-ps3-mpm00026582760,19/07/2021
MPM00026941144,BATMAN RETURN TO ARKHAM PS4,PLAYSTATION,$29.990,Sin,"Sony, Playstation 4, Videojuegos","Juego fisico, nuevo sellado. Con gráficos completamente actualizados que incluyen mejoras en los modelados, escenarios, efectos e iluminación; Return to Arkham incluye las remasterizaciones de Batman: Arkham Asylum y Batman: Arkham City con todos los contenidos descargables, como nuevas apariencias, Catwoman como personaje jugable o la expansión",https://simple.ripley.cl/batman-return-to-arkham-ps4-mpm00026941144,19/07/2021
MPM00026941160,BORDERLANDS THE HANDSOME COLLECTION PS4,PLAYSTATION,$29.990,Sin,"Sony, Playstation 4, Videojuegos","Juego fisico, nuevo sellado. Borderlands: The Handsome Collection incluye las versiones definitivas de Borderlands 2 y Borderlands: The Pre-Sequel, diseñadas específicamente para consolas de nueva generación. Experimenta el mayor rendimiento y fidelidad gráfica que se hayan visto nunca en un juego de Borderlands en consola. Por primera vez, podrán participar cuatro jugadores en una sola pantalla dividida, y todo con una alta definición espectacular. Disfruta de la saga completa de Jack el Guapo, desde sus no tan humildes comienzos hasta las más altas cotas de su ególatra tiranía.",https://simple.ripley.cl/borderlands-the-handsome-collection-ps4-mpm00026941160,19/07/2021
MPM00027154566,DEVIL MAY CRY HD COLLECTION - PS4,CAPCOM,$44.990,Sin,"Sony, Playstation 4, Videojuegos","Juego fisico, nuevo sellado. Devil May Cry HD Collection es una recopilación en HD que contiene los tres títulos originales de Devil May en alta definición. Devil May Cry, Devil May Cry 2 y Devil May Cry 3: Dante s Awakening Special Edition.",https://simple.ripley.cl/devil-may-cry-hd-collection-ps4-mpm00027154566,19/07/2021
MPM00027154592,MAFIA DEFINITIVE EDITION PS4,2K,$54.990,Sin,"Sony, Playstation 4, Videojuegos","Juego fisico, nuevo sellado. Mafia: Definitive Edition es un videojuego de acción y aventuras desarrollado por Hangar 13 y publicado por 2K Games, un remake de la versión original del videojuego Mafia del año 2002. Anunciado en mayo de 2020",https://simple.ripley.cl/mafia-definitive-edition-ps4-mpm00027154592,19/07/2021
MPM00027187474,VIDEOJUEGO PLANTS VS ZOMBIES: BATTLE FOR NEIGHBORVILLE EDICION COMPLETA PS4,ELECTRONICS ARTS,$33.490,Sin,"Sony, Playstation 4, Videojuegos","Plants vs Zombies Battle For Neighborville Complete Edition SwitchPrepara los cañones de jugo y prepárate para la batalla en Plants vs. Zombies : La Batalla de Neighborville, ¡el juego de disparos más loco hasta ahora!Ahora en Nintendo Switch, enfréntate a misiones hilarantes y derrota a jefes épicos en el Bosque Raroso, el Monte Escarpado y el Centro de Neighborville para conseguir medallas y desbloquear atuendos estupendos. Juega con hasta tres amigos y pásalo bomba en el Parque Aventura o adéntrate en una partida multijugador 8c8 en Invasión de territorios, donde eliminarás a los rivales, lanzarás bombas gnomo y saltarás en lodo rosa. ¡Lo más divertido que vivirás desde que inventaron el pan de caja!¡Lleva tu consola a donde sea y prepárate para una plantiza con y sin conexión en un conflicto entre plantas y zombis que te llevará a cada rincón de Neighborville!- Descubre el Parque Aventura, regiones de exploración para JcE y modos de juego privado, todo sin conexión a Internet.Controles de movimiento y menús táctiles- Usa controles de movimiento para apuntar, con una gama completa de configuraciones para personalizar tus preferencias. Interactúa con los menús de la interfaz de usuario a lo largo del juego mediante la entrada táctil, incluido el zoom del mapa.Selector de mapas de premios- Elige entre los 12 mapas de premios e interactúa con ellos en cualquier momento. También puedes intercambiar los orbes de premios por impresihojantes recompensas!Tienda de monedas de Rux- Gana monedas solo jugando y gástalas en la tienda de Rux para desbloquear objetos de personalización, personajes y ventajas geniales.Acércate a los límites exteriores de NeighborvilleLa tensión en el mundo se expandió con tres regiones de exploración libre y el modo JcE, que se extiende más allá de la ciudad de Neighborville.Recupera el Bosque Raroso, el Monte Escarpado y el Centro de Neighborville.¡Es hora de plantar!Personaliza personajes para la batallaÚnete a la floración más reciente en la batalla ancestral entre plantas y zombis con 23 personajes totalmente personalizables, incluida una clase de juego en equipo para cada facción.Domina habilidades únicas contra oponentes de la IA en partidas privadas sin conexión, y luego salta al modo multijugador y experimenta la impresihojante emoción del combate.Juega con tu gente favoritaElige hasta tres amigos y diviértete en el Parque Aventura o sumérgete en línea en el modo multijugador 8c8 en Invasión de territorios, y elimina a los oponentes en gigantescas escaramuzas suburbanas.",https://simple.ripley.cl/videojuego-plants-vs-zombies-battle-for-neighborville-edicion-completa-ps4-mpm00027187474,19/07/2021
MPM00027240166,FORTNITE THE LAST LAUGH - PS5,EPIC,$37.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO FORTNITE BUNDLE THE LAST LAUGH PLAYSTATION 5 VERSION FISICA HOBBIE GAMES,https://simple.ripley.cl/fortnite-the-last-laugh-ps5-mpm00027240166,19/07/2021
MPM00027240061,DARK SOULS 2 - PS4,BANDAI NAMCO ENTERTAINMENT,$24.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO DARK SOULS 2 PLAYSTATION 4 VERSION FISICA HOBBIE GAMES,https://simple.ripley.cl/dark-souls-2-ps4-mpm00027240061,19/07/2021
MPM00023570196,ASSASSINS CREED UNITY PS4,UBISOFT,$11.990,Sin,"Sony, Playstation 4, Videojuegos","Informacion del productoParís, 1789. La Revolución Francesa convierte una ciudad que alguna vez fue magnífica en un lugar de terror y caos. Sus calles adoquinadas se tiñen de rojo con la sangre de los plebeyos que se atreven a levantarse contra una aristocracia opresiva. Sin embargo, a medida que la nación se desgarra, un joven llamado Arno se embarcará en un viaje extraordinario para exponer los verdaderos poderes detrás de la Revolución. Su persecución lo lanzará en medio de una lucha despiadada por el destino de una nación y lo transformará en un verdadero Maestro Asesino. Presentamos Assassin's Creed Unity, el nuevo capítulo de la exitosa franquicia impulsado por el nuevo motor Anvil, hecho desde cero para la nueva generación. Desde la Bastilla hasta la ejecución del rey Luis XVI, vive la Revolución Francesa como nunca antes y ayuda al pueblo de Francia a forjar un destino completamente nuevo.",https://simple.ripley.cl/assassins-creed-unity-ps4-mpm00023570196,19/07/2021
MPM00023648306,IT TAKES TWO MX/ROLA PS4 - PS4 - CHILE,ELECTRONIC ARTS,$36.990,Sin,"Sony, Playstation 4, Videojuegos","Mas informacion del productoEmbárcate en el viaje más loco de tu vida en It Takes Two, una aventura de plataformas que dobla los géneros creada exclusivamente para el modo cooperativo. Invita a un amigo a unirse gratis con Friend s Pass y trabaja juntos en una gran variedad de desafíos de juego alegremente disruptivos. Juega como la pareja en conflicto Cody y May, dos humanos convertidos en muñecos por un hechizo mágico. Juntos, atrapados en un mundo fantástico donde lo impredecible se esconde en cada esquina, se enfrentan a regañadientes al desafío de salvar su fracturada relación.Domina las habilidades de personajes únicas y conectadas en cada nuevo nivel. Ayúdense unos a otros a través de una gran cantidad de obstáculos inesperados y momentos de risa a carcajadas. Patea las colas peludas de las ardillas gánsteres, pilota un par de calzoncillos, pincha en un club nocturno animado y trineo a través de una bola de nieve mágica. Abraza una historia sincera e hilarante, donde la narrativa y la jugabilidad se entrelazan en una experiencia metafórica única.It Takes Two es desarrollado por el galardonado estudio Hazelight, el líder de la industria del juego cooperativo. Están a punto de llevarte a un viaje salvaje y maravilloso donde solo una cosa es segura: estamos mejor juntos.",https://simple.ripley.cl/it-takes-two-mxrola-ps4-ps4-chile-mpm00023648306,19/07/2021
MPM00023839018,JUST CAUSE 4 PS4,SQUARE ENIX,$19.900,Sin,"Sony, Playstation 4, Videojuegos","Just Cause 4 Day One Edition PS4El pícaro agente Rico Rodríguez viaja a Solís, un enorme mundo sudamericano de conflictos, opresión y condiciones climáticas extremas. Ponte tu traje de alas, equipa tu gancho de agarre totalmente personalizable y ¡prepárate para traer el trueno!Trae el trueno¡Vuela por los cielos con tu traje de alas - Skydive, Base Jump y Free Dive sin límites!Lucha contra tus enemigos en condiciones climáticas extremas, incluidos tornados gigantes y tormentas eléctricas tropicales, llevando la icónica acción Just Cause a nuevas alturas.Aproveche los eventos climáticos extremos para su ventaja gracias a la física nunca antes vista en el juego.La última misión de RicoEncabece la rebelión y derrota a Black Hand, una organización militar privada de alta tecnología.Enfréntate a Gabriela Morales, la adversaria más feroz, capaz e impredecible de todos los tiempos.Descubra el misterio detrás del pasado del padre de Solís y Rico.Enorme mundo sudamericanoDisfruta de 100 kilómetros cuadrados de exuberante y exótico patio de recreo, desde la selva hasta el desierto, y atraviesa los picos nevados de las montañas.Descubra una plétora de maravillas mientras explora el mundo de Solís, desde las bulliciosas ciudades hasta las praderas rurales.Destrucción creativa en su mejor momentoPersonaliza tu nuevo gancho de agarre con capacidades nuevas y evolucionadas, lo que te permite crear tus propios trucos personales, métodos destructivos y estilo de juego en general.Experimente con una gran variedad de vehículos nuevos, incluidos aviones militares, helicópteros, automóviles deportivos turboalimentados y vehículos de construcción.",https://simple.ripley.cl/just-cause-4-ps4-mpm00023839018,19/07/2021
MPM00026582636,SWORD ART ONLINE LOST SONG - PS4,BANDAI NAMCO ENTERTAINMENT,$22.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO SWORD ART ONLINE LOST SONG VERSION FISICA PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/sword-art-online-lost-song-ps4-mpm00026582636,19/07/2021
MPM00027154558,CAPTAIN TSUBASA PS4,PLAYSTATION,$49.990,Sin,"Sony, Playstation 4, Videojuegos","Juego fisico, nuevo sellado. Captain Tsubasa: Rise of New Champions, basado en la aclamada serie de animé, es un juego de fútbol y acción con las gráficas más nuevas y todas las jugadas espectaculares que serán el deleite de chicos y grandes.",https://simple.ripley.cl/captain-tsubasa-ps4-mpm00027154558,19/07/2021
MPM00027158644,VIDEOJUEGO DRAGON QUEST HEROES II EXPLORER'S EDITION PS4,SQUARE ENIX,$27.900,Sin,"Sony, Playstation 4, Videojuegos","DRAGON QUEST HEROES II es un trepidante RPG de acción de campo que pone a los jugadores en una nueva aventura para restaurar el orden en el alguna vez pacífico mundo ahora lleno de hordas de monstruos y batallas de proporciones épicas. Bandos de hasta 4 jugadores en un modo multijugador cooperativo con la finalidad de conquistar grupos enemigos y derrotar desafiantes jefes monstruos. Incluye un puñado de personajes a elegir, cada uno con sus movimientos y habilidades propias incluye muchos rostros conocidos de la serie DRAGON QUEST y cuatro héroes nuevos para hacer equipo y derrotar la amenaza desconocida que acecha a los Siete Reinos.",https://simple.ripley.cl/videojuego-dragon-quest-heroes-ii-explorers-edition-ps4-mpm00027158644,19/07/2021
MPM00027194502,LEGO BATMAN 3 PS HITS MX PS4,WARNER BROS,$14.990,Sin,"Sony, Playstation 4, Videojuegos","Mas informacion del producto¡La franquicia de videojuegos LEGO Batman más vendida regresa en una aventura llena de acción fuera de este mundo! En LEGO Batman 3: Beyond Gotham, el Caped Crusader une fuerzas con los superhéroes del universo DC Comics y despega hacia el espacio exterior para evitar que el malvado Brainiac destruya la Tierra. Usando el poder de los Anillos de la Linterna, Brainiac encoge mundos para agregar a su retorcida colección de ciudades en miniatura de todo el universo. Ahora los mejores superhéroes y los villanos más astutos deben unirse y viajar a diferentes mundos de linterna para recoger los anillos de linterna y detener a Brainiac antes de que sea demasiado tarde.",https://simple.ripley.cl/lego-batman-3-ps-hits-mx-ps4-mpm00027194502,19/07/2021
MPM00027805732,DRAGON BALL XENOVERSE 2 PS4,SONY,$22.990,Sin,"Sony, Playstation 4, Videojuegos","Dragon Ball Xenoverse 2 PS4 es el nombre escogido por Bandai Namco y Dimps Corporation para la siguiente entrega de la saga de videojuegos manganime que se lanzará en 2016. A falta de conocer ciertas novedades jugables, Dragon Ball Xenoverse 2 PS4 promete llevar a los jugadores a viajes por el espacio y el tiempo con el fin de preservar la historia original de la serie.Esta nueva entrega de la exitosa saga de lucha basada en el mundo de Dragon Ball coincide el 30 aniversario de la franquicia motivo por el cual Bandai Namco y Dimps Corporation se esfuerzan en ofrecer la mejor experiencia de la saga hasta la fecha.",https://simple.ripley.cl/dragon-ball-xenoverse-2-ps4-mpm00027805732,19/07/2021
MPM00027805820,HOLLOW KNIGHT PS4,SONY,$34.990,Sin,"Sony, Playstation 4, Videojuegos","¡Desciende al mundo de Hollow Knight! La galardonada aventura de acción de insectos y héroes. Explora cavernas serpenteantes, antiguas ciudades y páramos mortales. Lucha contra criaturas mancilladas y haz nuevas amistades con extraños insectos. Descubre una antigua historia y resuelve los misterios de este reino.Hollow Knight Edición Corazón Vacío incluye:La original, galardonada, aventura de acción.4 Packs de Contenido, disponibles de lanzamiento, que expanden el juego.Características del juegoAcción clásica en 2D, con todos los adornos modernos.¡Forja tu propio camino! El mundo de Hallownest es extenso y abierto.¡Evoluciona con habilidades nuevas y poderosas!¡Equipa amuletos! Antiguas reliquias con poderes y habilidades extrañas.Un inmenso elenco de personajes adorables y extraños que cobran vida gracias a una animación tradicional fotograma a fotograma en 2D.¡Más de 150 enemigos y 40 jefes!Una banda sonora épica, con mas de 40 pistas musicales.Plataforma:PS4Lanzamiento:24/9/2018Editor:Team Cherry Pty LtdGénero:Acción, Acción, AventuraIdiomas de pantalla:Alemán, Chino (Simplificado), Coreano, Español, Francés (Francia), Inglés, Italiano, Japonés, RusoPara jugar a este juego en PS5, puede que tu sistema tenga que actualizarse a la versión más reciente del software. Aunque este juego es compatible con PS5, es posible que algunas funciones para PS4 no estén disponibles.",https://simple.ripley.cl/hollow-knight-ps4-mpm00027805820,19/07/2021
MPM00027805856,JUMP FORCE PS4,SONY,$22.990,Sin,"Sony, Playstation 4, Videojuegos","Los héroes más famosos del manga llegan a un nuevo campo de batalla: nuestro mundo. La Jump Force se une para enfrentarse a la amenaza más peligrosa y proteger el destino de toda la humanidad.Crea tu propio avatar y lucha en el original modo Historia junto a los increíbles héroes de DRAGON BALL Z, ONE PIECE, NARUTO, BLEACH, HUNTER X HUNTER, YU-GI-OH!, YU YU HAKUSHO, SAINT SEIYA y muchos más.O entra en la sala online para desafiar a otros jugadores y descubrir multitud de modos y actividades.Plataforma:PS4Lanzamiento:14/2/2019Editor:BANDAI NAMCO ENTERTAINMENT EUROPEGénero:Acción, LuchaVoz:JaponésIdiomas de pantalla:Alemán, Español, Francés (Francia), Inglés, Italiano, Polaco, Ruso, ÁrabePara jugar a este juego en PS5, puede que tu sistema tenga que actualizarse a la versión más reciente del software. Aunque este juego es compatible con PS5, es posible que algunas funciones para PS4 no estén disponibles. Consulta PlayStation.com/bc para obtener más información.",https://simple.ripley.cl/jump-force-ps4-mpm00027805856,19/07/2021
MPM00027805897,MORTAL KOMBAT 11 PS4 (USA),SONY,$24.990,Sin,"Sony, Playstation 4, Videojuegos","MK está de vuelta mejor que nunca con la siguiente evolución de la emblemática franquicia!Con las nuevas variaciones de personaje tendrás un control sin precedentes para personalizar a tus luchadores y hacerlos únicos. El nuevo motor gráfico resalta cada uno de los momentos más sangrientos para ponerte tan cerca de la pelea que casi podrás sentirla. Con un reparto de luchadores nuevos y clásicos, el modo historia cinemático continúa la épica saga iniciada hace más de 25 años.",https://simple.ripley.cl/mortal-kombat-11-ps4-usa-mpm00027805897,19/07/2021
MPM00027805936,RATCHET & CLANK PS5,SONY,$64.990,Sin,"Sony, Playstation 4, Videojuegos","Ratchet & Clank: Rift ApartRatchet & Clank: Rift Apart es una nueva entrega de la saga Ratchet & Clank para PlayStation 5, una de las licencias de acción y plataformas más longevas y queridas en consolas de Sony. Desarrollada por Insomniac Games, el título aprovechará las bondades técnicas de la nueva sobremesa y nos volverá a presentar una historia de humor y ciencia ficción pensada para la máquina desde cero, mejorando su apartado técnico y su alocada y accesible jugabilidad, que apostará por los portales y las dimensiones.",https://simple.ripley.cl/ratchet-and-clank-ps5-mpm00027805936,19/07/2021
MPM00028079518,JUST DANCE 2021 - PS5,UBISOFT,$56.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO JUST DANCE 2021 PLAYSTATION 5 FISICO HOBBIE GAMES,https://simple.ripley.cl/just-dance-2021-ps5-mpm00028079518,19/07/2021
MPM00028059326,KONTROLFREEK GALAXY - PS4,KONTROLFREEK,$14.990,Sin,"Sony, Playstation 4, Videojuegos",KONTROLFREEK GALAXY PURPLE PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/kontrolfreek-galaxy-ps4-mpm00028059326,19/07/2021
MPM00028059652,KONTROLFREEK DESTINY 2 EDITION - PS4,KONTROLFREEK,$14.990,Sin,"Sony, Playstation 4, Videojuegos",KONTROLFREEK DESTINY 2 EDITION PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/kontrolfreek-destiny-2-edition-ps4-mpm00028059652,19/07/2021
MPM00028060165,KONTROLFREEK ATOMIC - PS4,KONTROLFREEK,$14.990,Sin,"Sony, Playstation 4, Videojuegos",KONTROLFREEK ATOMIC PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/kontrolfreek-atomic-ps4-mpm00028060165,19/07/2021
MPM00027959600,GTA V - PS3,ROCKSTAR GAMES,$24.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO GTA V PLAYSTATION 3 FISICO HOBBIE GAMES,https://simple.ripley.cl/gta-v-ps3-mpm00027959600,19/07/2021
MPM00027805976,SCARLET NEXUS PS4,SONY,$54.990,Sin,"Sony, Playstation 4, Videojuegos","Scarlet Nexus PS4Desencadena el Poder de la MenteEn un futuro muy lejano, se descubrió una hormona psiónica en el cerebro humano, que otorga poderes extrasensoriales a las personas y cambia al mundo tal como lo conocemos. Justo cuando la humanidad estaba entrando en esta nueva era, los mutantes alterados conocidos como Otros empezaron a descender del cielo sedientos por los cerebros humanos. Con una alta resistencia a los métodos de ataques convencionales, se deben tomar medidas extremas para combatir la abrumadora amenaza y preservar a la humanidad. Aquellos con habilidades extrasensoriales agudas, conocidas como psiónicas, fueron nuestra oportunidad de combatir el ataque aéreo. Hasta el día de hoy, los psiónicos han sido reconocidos por sus talentos y reclutados para la Fuerza de Supresión de Otros (FSO), la última línea de defensa de la humanidad.Asume el papel de Yuito Sumeragi, un nuevo recluta de la FSO con el objetivo de convertirte en un psiónico de élite como el que lo salvó de niño. Armado con un talento en psico-cinesis, explora la ciudad futurista de New Himuka y descubre los misterios de un futuro Cerebro Punk atrapado entre la tecnología y las habilidades psíquicas en SCARLET NEXUS.COMBATE PSÍQUICO CINÉTICOCon el uso de las habilidades psicocinéticas, el mundo que te rodea se convierte en tu mejor arma. Levanta, rompe y arroja piezas de tu entorno para construir tus combos de ataque y destruir a tus enemigos.ELIMINA A LOS OTROSMutantes alterados que descendieron del cielo; resistentes a los métodos de ataque y defensas convencionales. Atormentados por el dolor constante de su mutación, buscan cerebros de organismos vivos para calmar su locura.DESCUBRE UN FUTURO CEREBRO PUNKExplora y protege el paisaje futurista japonés que combina inspiraciones del anime clásico y la ciencia ficción occidental.EXPERIENCIA GUIADA POR UNA PROFUNDA TRAMASumérgete en una compleja historia de vínculos, coraje y heroísmo elaborados por las mentes detrás de la icónica Tales of Vesperia.",https://simple.ripley.cl/scarlet-nexus-ps4-mpm00027805976,19/07/2021
MPM00028059610,KONTROLFREEK BATTLEROYAL NIGHTFALL - PS4,KONTROLFREEK,$14.990,Sin,"Sony, Playstation 4, Videojuegos",KONTROLFREEK BATTLEROYAL NIGHTFALL PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/kontrolfreek-battleroyal-nightfall-ps4-mpm00028059610,19/07/2021
MPM00028059830,KONTROLFREEK BLACK OPS IIII BLACK - PS4,KONTROLFREEK,$14.990,Sin,"Sony, Playstation 4, Videojuegos",KONTROLFREEK CALL OF DUTY BLACK OPS IIII BLACK PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/kontrolfreek-black-ops-iiii-black-ps4-mpm00028059830,19/07/2021
MPM00028059974,KONTROLFREEK FPS PHANTOM - PS4,KONTROLFREEK,$14.990,Sin,"Sony, Playstation 4, Videojuegos",KONTROLFREEK FPS PHANTOM PLAYSTATION 4 HOBBIE GAMES,https://simple.ripley.cl/kontrolfreek-fps-phantom-ps4-mpm00028059974,19/07/2021
MPM00028053364,PERSONA 5 - PS4,ATLUS,$27.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO PERSONA 5 PLAYSTATION 4 JUEGO FISICO HOBBIE GAMES,https://simple.ripley.cl/persona-5-ps4-mpm00028053364,19/07/2021
MPM00028053402,GOD OF WAR - PS4,PLAYSTATION,$22.990,Sin,"Sony, Playstation 4, Videojuegos",JUEGO GOD OF WAR PLAYSTATION 4 JUEGO FISICO HOBBIE GAMES,https://simple.ripley.cl/god-of-war-ps4-mpm00028053402,19/07/2021
MPM00017470796,VIDEOJUEGO PLANTS VS ZOMBIES GW2 PS$,PLAYSTATION,$24.900,Sin,"Sony, Playstation 4, Videojuegos","Plants vs. Zombies: Garden Warfare 2 es un shooter en tercera persona secuela de Plants vs. Zombies Garden Warfare desarrollado por Pop Cap Games y distribuido por Electronic Arts. Este cuenta con la incorporación de un modo solitario, nuevos personajes, un nuevo sistema de niveles y cambios en la moneda.",https://simple.ripley.cl/videojuego-plants-vs-zombies-gw2-psdollar-mpm00017470796,19/07/2021
MPM00017637946,CONTROL DUALSENSE INÁLAMBRICO PS5 - ORIGINAL - SNIPER,SONY,$99.990,Sin,"Sony, Playstation 4, Videojuegos","Control Inalámbrico DualSenseDescubre una experiencia de juego más profunda y envolvente* que hace que la acción cobre vida en las palmas de tus manos. El control inalámbrico DualSense ofrece retroalimentación háptica inmersiva**, gatillos adaptativos dinámicos** y un micrófono incorporado, todo integrado en un diseño icónico y cómodo.",https://simple.ripley.cl/control-dualsense-inalambrico-ps5-original-sniper-mpm00017637946,19/07/2021
MPM00023647952,ONE PUNCH MAN A HERO NOBODY KNOWS PS4,BANDAI NAMCO ENTERTAINMENT,$17.990,Sin,"Sony, Playstation 4, Videojuegos","Un heroe que nadie conoce ¡Vive el mundo de One-Punch Man por ti mismo en  One Punch Man: A Hero Nobody Knows Forma tu equipo con tus heroes y villanos favoritos, desarrolla tus tanicas y mira quien reina en el juego de One-Punch Man.",https://simple.ripley.cl/one-punch-man-a-hero-nobody-knows-ps4-mpm00023647952,19/07/2021
MPM00027160780,VIDEOJUEGO METAL GEAR SOLID V THE DEFINITIVE EXPERIENCE PS4,KONAMI,$31.900,Sin,"Sony, Playstation 4, Videojuegos","METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE es la colección definitiva de la historia de METAL GEAR SOLID V, la cual incluye el aclamado METAL GEAR SOLID V: THE PANTOM PAIN, su prólogo METAL GEAR SOLID V: GROUND ZEROES, así como todos sus contenidos DLC.Continuando con la historia de Big Boss, METAL GEAR SOLID V: THE PHANTOM PAIN es la edición más grande y ambiciosa de la saga hasta la fecha, y sigue la línea marcada por su predecesor METAL GEAR SOLID V: GROUND ZEROES. Ubicado en grandes entornos del mundo abierto, METAL GEAR SOLID V: THE PHANTOM PAIN se desarrolla con patrones climáticos realistas y ciclos día/noche. De este modo, los jugadores pueden adaptar sus tácticas para que coincida con los cambios del entorno, creando una experiencia de juego intuitiva y no lineal. Del mismo modo, una serie de características aclamadas en METAL GEAR SOLID regresan más evolucionadas, incluyendo habilidades de combate cuerpo a cuerpo, IA mejorada de los enemigos, elementos online que complementan la campaña en modo individual, y una versión completamente nueva METAL GEAR ONLINE, modo multijugador, incluido dentro del juego principal disponible para todos los usuarios",https://simple.ripley.cl/videojuego-metal-gear-solid-v-the-definitive-experience-ps4-mpm00027160780,19/07/2021
